37	Higher education R&D expenditures at public institutions, ranked by all R&D expenditures, by source of funds: FY 2022
38	Higher education R&D expenditures at private institutions, ranked by all R&D expenditures, by source of funds: FY 2022
39	Total and federally financed higher education R&D expenditures in the computer and information sciences, ranked by FY 2022 total: FYs 2019–22
40	Higher education R&D expenditures in the geosciences, atmospheric sciences, and ocean sciences, ranked by all FY 2022 geosciences, atmospheric sciences, and ocean sciences: FYs 2019–22 and by subfield for FY 2022
41	Federally financed higher education R&D expenditures in the geosciences, atmospheric sciences, and ocean sciences, ranked by all FY 2022 geosciences, atmospheric sciences, and ocean sciences: FYs 2019–22 and by subfield for FY 2022
42	Higher education R&D expenditures in the life sciences, ranked by all FY 2022 life sciences: FYs 2019–22 and by subfield for FY 2022
43	Federally financed higher education R&D expenditures in the life sciences, ranked by all FY 2022 life sciences: FYs 2019–22 and by subfield for FY 2022
44	Total and federally financed higher education R&D expenditures in the agricultural sciences and natural resources and conservation, ranked by FY 2022 agricultural sciences and natural resources conservation total: FYs 2019–22
45	Total and federally financed higher education R&D expenditures in the biological and biomedical sciences, ranked by FY 2022 total: FYs 2019–22
46	Total and federally financed higher education R&D expenditures in the health sciences, ranked by FY 2022 total: FYs 2019–22
47	Total and federally financed higher education R&D expenditures in mathematics and statistics, ranked by FY 2022 total: FYs 2019–22
48	Higher education R&D expenditures in the physical sciences, ranked by all FY 2022 physical sciences: FYs 2019–22 and by subfield for FY 2022
49	Federally financed higher education R&D expenditures in the physical sciences, ranked by all FY 2022 physical sciences: FYs 2019–22 and by subfield for FY 2022
50	Total and federally financed higher education R&D expenditures in chemistry, ranked by FY 2022 total: FYs 2019–22
51	Total and federally financed higher education R&D expenditures in physics, ranked by FY 2022 total: FYs 2019–22
52	Total and federally financed higher education R&D expenditures in psychology, ranked by FY 2022 total: FYs 2019–22
53	Higher education R&D expenditures in the social sciences, ranked by all FY 2022 social sciences: FYs 2019–22 and by subfield for FY 2022
54	Federally financed higher education R&D expenditures in the social sciences, ranked by all FY 2022 social sciences: FYs 2019–22 and by subfield for FY 2022
55	Total and federally financed higher education R&D expenditures in engineering, ranked by FY 2022 total: FYs 2019–22
56	Higher education R&D expenditures in engineering subfields, ranked by all FY 2022 engineering R&D: FYs 2020–22 and by subfield for FY 2022
57	Federally financed higher education R&D expenditures in engineering subfields, ranked by all FY 2022 engineering R&D: FYs 2020–22 and by subfield for FY 2022
58	Higher education R&D expenditures in non-science and engineering fields, ranked by all FY 2022 non-S&E fields: FYs 2020–22 and by subfield for FY 2022
59	Federally financed higher education R&D expenditures in non-science and engineering fields, ranked by all FY 2022 non-S&E fields: FYs 2020–22 and by subfield for FY 2022
60	Federally financed higher education R&D expenditures, financed by the Department of Defense, ranked by DOD R&D expenditures, by R&D field: FY 2022
61	Federally financed higher education R&D expenditures, financed by the Department of Energy, ranked by DOE R&D expenditures, by R&D field: FY 2022
62	Federally financed higher education R&D expenditures, financed by the Department of Health and Human Services, ranked by HHS R&D expenditures, by R&D field: FY 2022
63	Federally financed higher education R&D expenditures, financed by the National Aeronautics and Space Administration, ranked by NASA R&D expenditures, by R&D field: FY 2022
64	Federally financed higher education R&D expenditures, financed by the National Science Foundation, ranked by NSF R&D expenditures, by R&D field: FY 2022
65	Federally financed higher education R&D expenditures, financed by the Department of Agriculture, ranked by USDA R&D expenditures, by R&D field: FY 2022
66	Federally financed higher education R&D expenditures, financed by all other federal agencies, ranked by other agency R&D expenditures, by R&D field: FY 2022
67	Higher education R&D expenditures, by state: FYs 2010–22
68	Higher education R&D expenditures, by state, institutional control, and institution: FYs 2010–22
69	Higher education R&D expenditures, by state and source of funds: FY 2022
70	Higher education R&D expenditures, by state, institutional control, institution, and source of funds: FY 2022
71	Higher education R&D expenditures, by state, institutional control, institution, and R&D field: FY 2022
72	Higher education R&D expenditures at institutions with a medical school, by state, institutional control, and institution: FY 2022
73	Higher education R&D expenditures at institutions reporting clinical trials, by state, institutional control, institution, and source of funds: FY 2022
74	Total and federally financed higher education R&D expenditures received as a subrecipient, by highest degree granted and institutional control: FY 2022
75	Total and federally financed higher education R&D expenditures passed through to subrecipients, by highest degree granted and institutional control: FY 2022
76	Total and federally financed higher education R&D expenditures received as a subrecipient, by state, institutional control, and institution: FY 2022
77	Total and federally financed higher education R&D expenditures passed through to subrecipients, by state, institutional control, and institution: FY 2022
78	Headcount and FTEs of R&D personnel at higher education institutions, by state, institutional control, institution, and personnel function: FY 2022
79	Higher education R&D expenditures in science and engineering fields, ranked by FY 2022 R&D expenditures: FYs 2010–22
80	Federally financed higher education R&D expenditures in science and engineering fields, ranked by FY 2022 R&D expenditures: FYs 2010–22
81	Higher education R&D expenditures in science and engineering fields, by state: FYs 2010–22
82	Higher education R&D expenditures at institutions in the short form survey population in FY 2022, by state, institutional control, and institution: FYs 2019–22
83	Higher education R&D expenditures at institutions in the short form survey population, by state, institutional control, institution, and R&D field: FY 2022
84	Federally financed higher education R&D expenditures at institutions in the short form survey population, by state, institutional control, institution, and R&D field: FY 2022
85	Higher education R&D expenditures received from and passed through to other U.S. higher education institutions, at institutions in the short form survey population, by state, institutional control, institution, and source of funds: FY 2022
